repo,sha,date,author,at_snapshot,subject
pandas,af4c3f03f59d53795ebba62eb9e0c5d0775de2d0,2026-04-21 10:36:08 -0700,jbrockmendel,True,BUG: fix .loc with tuple key on MultiIndex with IntervalIndex level (#65239)
pandas,d7645941071ad14c1079f24b70dbfb0d2dcafa55,2026-04-21 11:41:41 -0700,jbrockmendel,True,BUG: MultiIndex.get_loc returns scalar for unique key in non-unique index (#65234)
pandas,3022f5e64756be20f59036b2ecb0ca7c07246008,2026-04-22 09:28:21 -0700,jbrockmendel,True,BUG: DataFrame.loc setitem expands index when no columns (#65235)
pandas,8985f92c1a17ec831b4815715b69de8ea0a8f624,2026-04-23 09:53:12 -0700,jbrockmendel,True,CI: fix numpy nightly DeprecationWarning for generic-unit datetime64/timedelta64 (#65340)
pandas,01630127fd5bf6e3663b013acbe794b75b7dd3f0,2026-04-23 10:19:17 -0700,jbrockmendel,True,DOC: clarify that read_hdf only reads pandas-written HDF5 files (#65338)
pandas,0fca9048632f5318b0e833ceef37603d6fdc8695,2026-04-25 06:48:20 -0700,jbrockmendel,True,BUG: reject unhashable elements in Index constructor (#64798)
pandas,be0642f7cb8900282a43b53cd50cf00a05161ed6,2026-04-25 07:26:22 -0700,jbrockmendel,True,PERF: Use openpyxl write_only mode in DataFrame.to_excel (#64760)
pandas,d7ddc6d9f31c961c67ccf8c44ae53bed99da7f24,2026-04-28 10:52:35 -0700,jbrockmendel,True,CLN: drop stale FIXME in ObjectStringArrayMixin._str_map (#65394)
pandas,e82b5dc644748d5a6e91bb77354640f3158e4fa0,2026-04-28 10:55:23 -0700,jbrockmendel,True,CLN: point cython3 TODOs at upstream cython#2485 (#65387)
pandas,2449a5df8f8f55eee8b66acecfcda204a50ff746,2026-04-28 10:56:47 -0700,jbrockmendel,True,BUG: infer_dtype treats pd.NA as a generic null in TemporalValidator (#65391)
pandas,3ad975fc4d7b48412a8d935189878ec98302d11e,2026-04-28 11:46:46 -0700,jbrockmendel,True,PERF: Speed up Timedelta.total_seconds (#65388)
pandas,4e205dd49066d3b7139adc15a98df18d279d415a,2026-04-28 11:50:11 -0700,jbrockmendel,True,TYP: tighten Timestamp/Timedelta round/floor/ceil return types (#65383)
pandas,53be332cacf2971c45cd1b7911179eaea63bad9e,2026-04-28 11:59:42 -0700,jbrockmendel,True,PERF: speed up read_sas for full-precision numeric columns (#65363)
pandas,54e6f44d256a2811ab7a9a458adb3396385e09a0,2026-04-28 14:12:33 -0700,jbrockmendel,True,DEPR: followup warn on .at setitem when a new column expands the frame (#65354)
pandas,728dd5c249dd436d723dd002107ebea41fd63079,2026-04-29 08:06:52 -0700,jbrockmendel,True,PERF: branchless calendar algorithms and batch field extractors (#64662)
pandas,95417dfe5c472e800f79d73dd99b7ca0e0efe055,2026-04-29 09:10:46 -0700,jbrockmendel,True,DOC: clarify resolution-dependence of Timestamp/Timedelta min/max/resolution (#65339)
pandas,09fc282acedf77893cbefd2fd16f36299a350664,2026-04-29 09:20:55 -0700,jbrockmendel,True,REF: relocate _freq storage from DTA/TDA arrays to Index (GH#24566) (#65322)
pandas,147d7c4a1a8bd6e51964544390cc729aabb56ded,2026-04-29 14:08:28 -0700,jbrockmendel,True,REF: add ExtensionArray._groupby_quantile method (#64831)
pandas,eaa50aef7d41a7a89c25e5e0bd524ea3ffedfaa9,2026-04-29 14:36:46 -0700,jbrockmendel,True,DOC: clarify pickle compatibility is only within major versions (#64960)
pandas,197b63c6f6ec793a07f053f63b7edd6200ba6f70,2026-04-29 14:39:36 -0700,jbrockmendel,True,PERF: restore libjoin fastpath for CategoricalIndex intersection/union (#65176)
pandas,95405ddd7d7fefb0a05f6f271529009c201cd463,2026-04-30 09:52:32 -0700,jbrockmendel,True,CLN: Replace stale 0.10.1 FIXME in use_dynamic_x (#65416)
pandas,85a95539fedc15ce6f11c8b07b3abdb46fa2bef4,2026-04-30 09:53:34 -0700,jbrockmendel,True,CLN: remove dead JoinUnit._is_valid_na_for code in internals.concat (#65417)
pandas,97fccaa86380e4418d4ea4074377859a4076c29b,2026-04-30 09:54:12 -0700,jbrockmendel,True,CLN: drop stale FIXME for closed pyperclip#55 in clipboard module (#65421)
pandas,d9998e52f241af9a2767f97b34e3a70a72c30441,2026-04-30 09:58:15 -0700,jbrockmendel,True,REF: drop freq attribute from DTA/TDA arrays (GH-24566) (#65429)
pandas,4019d92e0904be889b328ddc57bdacb49478c7e6,2026-05-01 09:08:41 -0700,jbrockmendel,True,CLN: fill in placeholder GH refs in test comments (#65434)
pandas,663fff1df1e2cbde04e27f7bf1667ad7146603d9,2026-05-01 09:11:53 -0700,jbrockmendel,True,TST: regression test for to_timedelta with sub-int64 NumPy scalars (GH-56996) (#65440)
pandas,0c90bcc87208fc095225b749dd86168470f6c159,2026-05-01 09:14:16 -0700,jbrockmendel,True,BUG: DataFrame repr raising TypeError for structured-dtype column (GH-55011) (#65437)
pandas,f538863154e0ab516464bda21aceba1257bacbfa,2026-05-03 06:24:09 -0700,jbrockmendel,True,PERF: optimize DataFrame.__repr__ formatting (#64863)
pandas,ac801e8b8875832889c79e2dc9eaba3feb9fd0aa,2026-05-03 06:42:01 -0700,jbrockmendel,True,PERF: reduce per-group overhead in groupby.agg with UDFs (#65211)
pandas,305bc4be68d4daf575b503628e169174a676e0f8,2026-05-03 10:36:43 -0700,jbrockmendel,True,BUG: Period.strftime crashes on Windows for invalid format strings (#65438)
pandas,b00d4f6710ff6c1c80319196657c31c2cf6c70ff,2026-05-03 10:38:52 -0700,jbrockmendel,True,BUG: Timestamp with 1-3 digit BC year silently drops leading '-' (GH-55954) (#65435)
pandas,fc591d8e01c8bab0cc51904d5dbc4bc9e5f10db1,2026-05-04 08:31:18 -0700,jbrockmendel,True,TST: address resolvable FIXMEs in tests (#65451)
pandas,5fce15ee4eab8bb93a1b91001b0c883ec349936b,2026-05-04 08:32:48 -0700,jbrockmendel,True,CLN: Address actionable FIXMEs in vendored ujson (#65450)
pandas,f0730142c6a4d83c988bb70abd0c8f477ff29a0e,2026-05-06 11:03:44 -0700,jbrockmendel,True,PERF: avoid dtype.name in DataFrame block grouping (#65337)
pandas,719314642aeab12f6ba8fec4ea8c3b369127eea0,2026-05-06 15:14:18 -0700,jbrockmendel,True,"DOC: remove cookbook ""First Pull Request"" invitation (#65492)"
pandas,f422a5d4bf60ccb2b21f395f08596b35b1a881c0,2026-05-07 09:18:46 -0700,jbrockmendel,True,TST/CLN: salvage or remove FIXME-commented-out tests (#65476)
pandas,bc7ce13e5d7cb01f3df7fa37413a79b769d2453e,2026-05-07 09:20:18 -0700,jbrockmendel,True,TST: regression test for concat with keys and mixed-freq PeriodIndex columns (#65439)
pandas,7a3ad0e3f977079b716e8e70e070fc23a940229e,2026-05-07 09:21:32 -0700,jbrockmendel,True,"TST: add regression test for Timestamp(fold=..., tz=<str>) (GH-55932) (#65422)"
pandas,30e401610a8d5c739db25f4cb5b09c536df8e664,2026-05-07 10:34:21 -0700,jbrockmendel,True,BUG: pivot_table margins with EA dtype that cannot hold NA (GH#55484) (#65301)
pandas,cd890dd34bb0ce9f48e6706f80414c8b6c5d3867,2026-05-07 13:53:53 -0700,jbrockmendel,True,PERF: speed up to_offset string parsing (#65395)
pandas,250b97d08aace3c435b14a3b509c231ca43cc120,2026-05-08 10:20:18 -0700,jbrockmendel,True,DOC: refresh deprecation/version policy doc for PDEP-17 (#65514)
pandas,87fff1be3694f14f9ad6b60161722e946b1c1ddb,2026-05-08 10:24:58 -0700,jbrockmendel,True,"DOC: fix docstring typos, stale references, and broken reST (#65503)"
pandas,ba2e61a119638770f8259757588debb32331abfd,2026-05-08 10:26:10 -0700,jbrockmendel,True,DOC: steer Excel docs away from deprecated xlrd/pyxlsb engines (#65505)
pandas,0d79d57dc0837e9f98cbd89c3cddb73fbb5ccbed,2026-05-08 10:27:24 -0700,jbrockmendel,True,DOC: explain why and/or/not cannot be used with pd.NA (#65504)
pandas,610029cd0b38d9a0b7a295779e009434e3fb63e9,2026-05-08 10:40:33 -0700,jbrockmendel,True,BUG: groupby(as_index=False).resample().agg(dict) raises (GH-52397) (#65506)
pandas,d67010fd7cc97bcd7ed0f7e5d975d26a575bfa3a,2026-05-08 10:45:25 -0700,jbrockmendel,True,TYP: annotate OpsMixin comparison/arith/logical dunders with Self (GH-40762) (#65512)
pandas,1cb624bc1aef34391ea5bf7de41a41e8b6ccd856,2026-05-08 10:48:38 -0700,jbrockmendel,True,"DOC: fix broken refs, math, and grammar in window user guide (#65517)"
pandas,ff881fe96e78a5466f5b11ddfd04ed911d58582f,2026-05-08 10:50:56 -0700,jbrockmendel,True,TST: regression tests for Timestamp.fromisoformat tz preservation (GH-56398) (#65509)
pandas,c0c746594c2c730a3031ac39711ac826cf217c9a,2026-05-08 10:54:35 -0700,jbrockmendel,True,TST: extend complex128 coverage in arithmetic and NumpyExtensionArray tests (#65493)
pandas,943a7319f9b8168fcdae2ad64f0b4b4020dde3fd,2026-05-08 10:59:20 -0700,jbrockmendel,True,REF: Index.where/putmask delegate to Series.where (#65265)
pandas,a147298d1a3dafdf87db5ae02ce4349da164b5d2,2026-05-08 16:51:51 -0700,jbrockmendel,True,TYP: annotate pandas/_config/config.py (#65549)
pandas,9452535badd1eee65c50882b6ce0396ebd9822aa,2026-05-08 16:52:53 -0700,jbrockmendel,True,TYP: annotate pandas/io/excel/_pyxlsb and drop from mypy overrides (#65547)
pandas,0ef55e4bcaebb15e56bb1ecb4b4f40e850bc3612,2026-05-08 16:54:32 -0700,jbrockmendel,True,DOC: fix relativedelta link in DateOffset See Also (#65546)
pandas,798b17fee77b9e3407113701edcd12471d117139,2026-05-08 16:57:04 -0700,jbrockmendel,True,DOC: clarify read_fwf filepath_or_buffer description (GH-55790) (#65544)
pandas,4bb5296a65aa9c2e8c1432fd44f0609ef9fb4409,2026-05-08 16:58:19 -0700,jbrockmendel,True,TYP: enable mypy on pandas.compat.numpy.function (#65543)
pandas,d5e32337a9dff2d47e7620a74a2fb0d913c08c4d,2026-05-08 16:59:47 -0700,jbrockmendel,True,DOC: clarify result_type has no effect for ufuncs in DataFrame.apply (#65542)
pandas,9a61f6221c8cf4cbad2906037ad2406b865bc5ed,2026-05-08 17:00:52 -0700,jbrockmendel,True,TYP: enable mypy checking for pandas.core.sorting (#65541)
pandas,dceeb71d23e595f51eb2bf89a5de4be189fc6ba6,2026-05-08 17:01:49 -0700,jbrockmendel,True,TYP: enable mypy disallow_untyped_defs for pandas.core.roperator (#65540)
pandas,97566d04c151a95fe5d9b85efdee7f712de4fc62,2026-05-08 17:02:40 -0700,jbrockmendel,True,DOC: document Rolling.apply Series index when on= is specified (#65539)
pandas,4432775df603bc256be7bdfa95e645fa862c425c,2026-05-08 17:04:02 -0700,jbrockmendel,True,TYP: enable mypy checks on pandas.core.dtypes.generic (#65537)
pandas,9513a8214d4759de833cb2a50e37dabdb1062285,2026-05-08 17:05:18 -0700,jbrockmendel,True,TYP: enable mypy on core.internals.api (#65535)
pandas,d6198331814ce0dcb8c4dff3a31744dd4ab5bc23,2026-05-08 17:06:35 -0700,jbrockmendel,True,TYP: enable mypy checking for pandas.core.window.online (#65534)
pandas,29a81712c135fbb7bb0e26bcc785eefc7d8125a5,2026-05-08 17:08:29 -0700,jbrockmendel,True,CLN: drop stale pre-commit exclude for deleted code_style.rst (#65531)
pandas,e094bd8080bf90571789b6a1c38aeeb676e8a36f,2026-05-08 17:09:46 -0700,jbrockmendel,True,"DOC: drop dead redirects, generate ExtensionDtype member pages (#65527)"
pandas,620d2e62d7f0bb0463a286a52ed6c01db16e0261,2026-05-09 04:53:40 -0700,jbrockmendel,True,TYP: type-check pandas.core.sample (#65533)
pandas,3cfeda259994296c074a6aa2ad661b8eb124223e,2026-05-09 04:59:19 -0700,jbrockmendel,True,DOC: clarify GroupBy.resample parameters (GH-54295) (#65545)
pandas,400aed1bed770d804b51cc9d9ed68b81e4cfb337,2026-05-09 08:43:52 -0700,jbrockmendel,True,PERF: short-circuit array_equivalent and equals comparisons (#65192)
pandas,1bb9248851e429d27dc15fe64c85898f4ee59b5f,2026-05-11 08:20:33 -0700,jbrockmendel,True,CLN: drop removed .bool() from __bool__ ambiguous-truth message (GH-61417) (#65565)
pandas,df3aa3acb513c829e916f3228b6713da44920edf,2026-05-11 08:22:37 -0700,jbrockmendel,True,BUG: support PeriodDtype values in HDFStore (GH-41978) (#65566)
pandas,998e2cacfc9e3cddb8755759c808b9cb767b58ce,2026-05-11 08:24:26 -0700,jbrockmendel,True,DOC: document compiled regex with flags in replace (GH-32233) (#65563)
pandas,3ce298d7669b7572b8601589a00935ac41c072d3,2026-05-11 08:25:43 -0700,jbrockmendel,True,TYP: enable mypy checking for pandas.util._decorators (#65548)
pandas,0095d763ca5ddaa09b9d9d8128791f5a1b638288,2026-05-11 08:35:09 -0700,jbrockmendel,True,BUG: clearer error for unsupported dtypes in HDFStore (#65578)
pandas,7859a510eeef09e269ab0fdd6fe7d5e16df2f443,2026-05-11 08:40:23 -0700,jbrockmendel,True,"BUG: clearer error for read_csv(BytesIO, memory_map=True) (GH-45630) (#65562)"
pandas,827ad67e7ed4be16a0b3d8041c248b1e29b40e6c,2026-05-11 08:43:14 -0700,jbrockmendel,True,DOC: warn raw=True ndarray lacks .iloc/.index in Rolling/Expanding.apply (GH-38809) (#65561)
pandas,22b4e2e6aae5fda0154619a089bddd10b2563ca9,2026-05-11 08:47:39 -0700,jbrockmendel,True,DOC: clarify ExcelWriter engine vs package names (GH-48514) (#65538)
pandas,0f3d8295e2dd6d5c1e8bf2a44ef25712b7e84f4e,2026-05-11 17:27:44 -0700,jbrockmendel,True,BUG: fix np_datetime.c include order to avoid numpy nightly segfault (#65591)
pandas,8bd4abf88f175b398eaff6ff35b62283e86f70ec,2026-05-12 09:16:24 -0700,jbrockmendel,True,TYP: enable mypy checking for pandas._testing (#65614)
pandas,b216f86f9fd7bff4c4c519d1bdc989a8c5eb36ef,2026-05-12 09:17:49 -0700,jbrockmendel,True,TYP: enable mypy for pandas.core.computation.common (#65612)
pandas,7174107667d2dcaacf7443e2496f5b366c1e2407,2026-05-12 09:22:05 -0700,jbrockmendel,True,DOC: explain Index.slice_locs missing-label behavior (GH-32680) (#65605)
pandas,77b45b95c5b9fb37957d57f4ca4afc677c72430d,2026-05-12 09:26:12 -0700,jbrockmendel,True,TST: regression test for concat preserving NaN payload bits (GH-51675) (#65596)
pandas,05e12a8a797b50ecb002d9572572d095a6f67ed7,2026-05-12 09:29:35 -0700,jbrockmendel,True,ERR: point to workaround when appending HDF5 categoricals with different categories (#65600)
pandas,9d876a6794cd32b63a43513ea44c549f0b91c394,2026-05-12 09:31:29 -0700,jbrockmendel,True,BUG: avoid materializing full arange in HDFStore chunked iteration (GH-15937) (#65598)
pandas,01e4c0b331d5ac22147e622be5acf8f527ea925d,2026-05-12 09:32:15 -0700,jbrockmendel,True,"DOC: clarify from_spmatrix converts to CSC, not COO (GH-43419) (#65532)"
pandas,a6a6c5e03b947e2795026b87962c0b9937ddd704,2026-05-12 10:47:26 -0700,jbrockmendel,True,TYP: enable mypy checks on pandas.core.indexes.category (#65594)
pandas,a7e5a994ee84718b85be47d0326dbe564e612449,2026-05-12 12:20:50 -0700,jbrockmendel,True,TYP: enable mypy on pandas.core._numba.executor (#65613)
pandas,15463cfef143681e00d41c0812474084dea4f8fb,2026-05-12 12:21:37 -0700,jbrockmendel,True,TYP: enable mypy checks for pandas.util (#65611)
pandas,dc7aa11de3574662d718338f0d76a28c6b27c40d,2026-05-12 18:23:00 -0700,jbrockmendel,True,TST: show actual ymin/ymax in test_area_lim flake (#65625)
pandas,85516e67ac03db0b8b9f6db8d550dc043e5ab02a,2026-05-13 07:26:50 -0700,jbrockmendel,True,TYP: enable mypy checks for pandas._libs.algos (#65618)
pandas,e40d8851b364420a6feb0f50493430edd295c590,2026-05-13 09:47:22 -0700,jbrockmendel,True,ENH: support dtype=complex64/complex128 in read_csv C engine (GH-9379) (#65627)
pandas,06da89c5212359a6d5a33a36b9148b0f3de35728,2026-05-13 09:51:18 -0700,jbrockmendel,True,DOC: explain why to prefer to_numpy/.array over .values (#65623)
pandas,e70e300f36f9c750d6b6e370f36ebca7b43a4bdc,2026-05-13 09:52:22 -0700,jbrockmendel,True,DOC: clarify header parameter in read_csv/read_table (#65622)
pandas,8cccde502719e74a1ccefab2bf9607c431f62eff,2026-05-13 09:53:17 -0700,jbrockmendel,True,DOC: document dict input to DataFrame.assign (GH-49817) (#65621)
pandas,03dc2ae92138c7d644f4aeb191121beedf99a838,2026-05-13 09:54:08 -0700,jbrockmendel,True,DOC: clarify that to_parquet/to_orc path accepts remote URLs (#65619)
pandas,c70a3b8f00a5f2043870706ef62c16719ffaab0a,2026-05-13 10:17:25 -0700,jbrockmendel,True,BUG: AreaPlot ymin baseline pin defeated by unrelated sharey'd axes (#65628)
pandas,f0ca668b859f0bd6b6d778b38623583baddf640c,2026-05-13 10:18:19 -0700,jbrockmendel,True,TYP: enable mypy checking for pandas.core.dtypes.missing (#65624)
pandas,8e3874a01e2ab0114c66b4e16d78505f080122c2,2026-05-14 09:45:24 -0700,jbrockmendel,True,DOC: relax MultiIndex.from_tuples 'tuples' parameter description (#65631)
pandas,078d429991b922967d37475f67baa211c83dd82d,2026-05-14 09:46:48 -0700,jbrockmendel,True,TYP: enable mypy checks for pandas._libs.parsers (#65630)
pandas,728f24d52c3b6cce899cf433a7b7aee67d58161f,2026-05-15 09:15:18 -0700,jbrockmendel,True,DOC: clarify several docstrings (#65620)
pandas,5ab5db261feb9917f2161b21c2136dee5062c848,2026-05-15 09:23:00 -0700,jbrockmendel,True,"DOC: clarify df[col]= replaces a column vs df.loc[:, col]= setting in place (#65641)"
pandas,efe1605b8b4408435496bb1cf566ba7cc9df41c5,2026-05-15 09:24:13 -0700,jbrockmendel,True,TYP: enable mypy checks for pandas._libs.tslibs (#65639)
pandas,e9661b9f17c2fdc1416bb504a307ff3bb7b979f5,2026-05-15 09:24:57 -0700,jbrockmendel,True,DOC: list IntervalIndex.get_loc and get_indexer on the API reference page (#65637)
pandas,97947b7381f387d53c452e436be32ffb12342754,2026-05-16 07:08:28 -0700,jbrockmendel,True,PERF: Use optimized take path for non-nanosecond datetime64/timedelta64 (#65165)
pandas,2da1a4a67dc9f1af7b47e84bdac3f200b3749a07,2026-05-16 07:17:36 -0700,jbrockmendel,True,PERF: unroll take_1d/take_2d inner loops with contig fast path (#65295)
pandas,23ec7cd06535beb8aa6e31cad1fd4790991904af,2026-05-16 08:31:11 -0700,jbrockmendel,True,DEPR: deprecate include/exclude on Series.describe (GH-54193) (#65592)
pandas,47a404d27444d4ee03b85bfa86b014c920f07698,2026-05-16 10:03:54 -0700,jbrockmendel,True,DOC: clarify scalar vs list-like return types for .loc and [] (#65642)
pandas,8bbe223511d2b20478915eae2057f51f52a906f4,2026-05-16 10:18:05 -0700,jbrockmendel,True,TYP: enable mypy checks for low-hanging _libs stubs (#65629)
pandas,a3cb75fa30e70d2956ffc9c33dcbe862835df8fa,2026-05-16 10:22:25 -0700,jbrockmendel,True,DOC: clarify pandas.unique return type (#65638)
pandas,dacaec7d60ff67e006ea1c7d9aa53c3f3712d465,2026-05-16 10:25:09 -0700,jbrockmendel,True,DOC: spell out low_memory split-value hazard in read_csv/read_table (#65636)
pandas,9993ce6161342306500378d44700daccbd9f7aa3,2026-05-16 10:26:45 -0700,jbrockmendel,True,DOC: document default axis=0 on DataFrame reductions (#65634)
pandas,5c3ce8c1a6a107cfcce16ed107e25915226ff50c,2026-05-17 06:24:26 -0700,jbrockmendel,True,"DEPR: %n directive in Period.strftime, use %N instead (#65432)"
pandas,766ab5312de3a8a386b7e6df7f8758575af99bbd,2026-05-18 14:26:21 -0700,jbrockmendel,True,DEPR: infer_freq/inferred_freq returning str instead of BaseOffset (#64679)
pandas,33cba2f63d446b18d54db58a003aab2c90d9e876,2026-05-19 09:23:42 -0700,jbrockmendel,False,PERF: use ufunc.reduceat for sorted groupby aggregations (#65103)
pandas,14dc0c6994f0a24f6a37b377ac54a7e6628a636b,2026-05-19 13:30:12 -0700,jbrockmendel,False,DOC: clarify column-wise NA-skipping behavior of GroupBy.first/last (#65640)
pandas,258460e5f49afc6a12032f4b11613c11fcd26ca5,2026-05-25 06:14:08 -0700,jbrockmendel,False,PERF: fast-path factorization for monotonic groupby keys (#65091)
pandas,27c68ff5d82a18206a41d23de17179c2fb2e36f9,2026-05-26 10:02:55 -0700,jbrockmendel,False,DOC: fix factual errors in development/internals.rst (#65513)
pandas,6fd984feaf09a23d692aba09ff4221ac1dbe5d75,2026-05-29 09:13:29 -0700,jbrockmendel,False,BUG: DataFrame(list_of_arrays) with ragged same-dtype rows (#65749)
pandas,3859507c5588646f4f5a479a9bfdde82ea484686,2026-05-29 09:14:41 -0700,jbrockmendel,False,BUG: strftime %Y not zero-padded for years before 1000 (#65746)
pandas,a1635512a7bdfd653d5a402dcff87de66afa5a72,2026-05-29 09:17:05 -0700,jbrockmendel,False,DOC: add Interval scalar walkthrough to user guide (#65635)
pandas,04ec55df592d2a89fa8d72822caf8cb5f9fc2a5a,2026-05-29 09:28:06 -0700,jbrockmendel,False,PERF: speed up HDF5 read/append/select_as_multiple (#65607)
pandas,f5dedc407bcea8ffd91b8734f98c18db1ae0e0ae,2026-05-29 09:30:43 -0700,jbrockmendel,False,"BUG: bdate_range(end, periods, freq=nB) anchors stride at buffer start (#65604)"
pandas,9179d8e426dd71fe4443c2dbd38a403c6467f8b8,2026-05-29 09:34:08 -0700,jbrockmendel,False,BUG: clearer HDFStore error for min_itemsize on MultiIndex columns (GH-12154) (#65602)
pandas,859ef8f042cc60ce5920b2b36258d270b2fd5298,2026-06-01 14:38:53 -0700,jbrockmendel,False,PERF: Speed up DataFrame.apply(axis=1) for ExtensionDtype columns (#65097)
pandas,7ecdde9b8e70eaa109b08eb0a8afa00a9def3886,2026-06-02 19:20:45 -0700,jbrockmendel,False,PERF: restore to_datetime caching for duplicated input with an explicit format (#65754)
pandas,331d1aedcefefb7741257856668ff05673735400,2026-06-03 09:41:51 -0700,jbrockmendel,False,DOC: document elementwise & | ^ operators on Index (GH-42384) (#65511)
pandas,5def5a7ed2f0e7e5e26566ed7f1298c6fd063d12,2026-06-03 09:51:25 -0700,jbrockmendel,False,BUG: HDF5 pandas_version attr now reflects actual pandas version (GH-62792) (#65606)
pandas,fe031d3254590ddb6d5432330149a0ecbe6d00e0,2026-06-03 10:01:23 -0700,jbrockmendel,False,BUG: clear error for arithmetic HDFStore.select where-clauses (#65790)
pandas,21d6f418a901cbff3ad1d4bbf771bd7b684f4af6,2026-06-03 10:02:40 -0700,jbrockmendel,False,BUG: clearer error for HDFStore data column named 'index' (GH-41437) (#65788)
pandas,36baa176915d0a469746d97b50745907d8a97afb,2026-06-03 10:10:44 -0700,jbrockmendel,False,TST: append_to_multiple with duplicate index (GH-13547) (#65784)
pandas,44cb0a1640eaf218c0008d93f38088731bece440,2026-06-04 10:06:39 -0700,jbrockmendel,False,BUG: fixed-format HDFStore storer shape reports phantom row for empty objects (#65794)
pandas,e538d21363d9ff4cc37c824659e86549e89e719a,2026-06-04 10:10:40 -0700,jbrockmendel,False,BUG: to_hdf PerformanceWarning names columns that are not mixed (GH-28460) (#65792)
pandas,4153ff6a76c6d96102c38eb6151de22ea6d78ef4,2026-06-04 10:11:56 -0700,jbrockmendel,False,BUG: clearer error for over-complex HDFStore.select where (GH-39752) (#65791)
pandas,fcf19f012314812359ae2f879c54b28ade09ac8f,2026-06-04 13:32:58 -0700,jbrockmendel,False,BUG: HDFStore.select where query on categorical column matched NaN rows (GH-22977) (#65793)
pandas,53ccdec2875b90a366154cbd97faa237066ed815,2026-06-06 09:00:41 -0700,jbrockmendel,False,BUG: to_hdf fixed format ignored compression for object columns (GH-45286) (#65786)
pandas,19d4dc960d25246810a20e073e30c9eebbad611f,2026-06-06 09:09:55 -0700,jbrockmendel,False,BUG: HDFStore.select raises clear error for columns-in-where with iterator/chunksize (GH-12953) (#65785)
pandas,e1198e6b3648fbaeee8850922b10161d0541c971,2026-06-09 01:01:27 +0800,Ethan T.,False,TST: add regression test for GH#25891 MultiIndex level dropped with single-entry Series arithmetic (#64823)
pandas,ad4695cf4a44c7f2d449854544274723bb0456ac,2026-06-09 10:13:23 -0700,jbrockmendel,False,BUG: HDFStore.select bus error on strict-alignment platforms (GH-54396) (#65780)
pandas,53d1577210bf1f821974cbd181cf05bf6f43fbb9,2026-06-09 10:26:32 -0700,jbrockmendel,False,BUG: get_indexer_non_unique raising ZeroDivisionError on empty index (#65747)
pandas,261a7a39aab6bf3dd9ebc746d133219389473eb0,2026-06-09 10:44:28 -0700,jbrockmendel,False,"BUG: HDFStore.remove with large ""in"" where clause deleted all rows (GH-17567) (#65782)"
pandas,874164b5af463f44015752954c45f3c089f03b07,2026-06-09 11:01:36 -0700,jbrockmendel,False,BUG: read_hdf fails on old files with freq=None on non-datetimelike indexes (GH-33186) (#65787)
pandas,4733d544e9fb64f839549f4fa7e4e5a605b872eb,2026-06-09 11:03:17 -0700,jbrockmendel,False,BUG: unstack corrupting source DataFrame via Copy-on-Write aliasing (#65748)
pandas,c4cc973ffccc06f30d4edb5092f5f42c7d476a3e,2026-06-09 11:03:49 -0700,jbrockmendel,False,TST: regression test for DataFrame arith with NaN-containing MultiIndex and fill_value (GH-30857) (#65593)
pandas,ff1107066741e450dd1ed02693963d43f3b0d8f2,2026-06-09 14:19:30 -0700,jbrockmendel,False,BUG: read_hdf of categorical column with a category equal to nan_rep (#65783)
pandas,4566159aea6a36cd25f8a4d217efd16f77c63558,2026-06-10 14:16:11 -0700,jbrockmendel,False,TST: fix Numpy Nightly CI failure in test_dti_union_mixed (#65848)
pandas,825c68f4aef6e9d6e96ef8d5b8baedbde5790ca2,2026-06-16 10:11:59 -0700,jbrockmendel,False,TST: wrap parametrize iterables in list() for pytest 9.1+ (#65888)
pandas,19b0ecf5d5b7fa0b8391a6d2cc1e2a7d1ea5f660,2026-06-16 15:47:17 -0700,jbrockmendel,False,TST: Fix fastparquet xfail bound in test_to_parquet_new_file (#65755)
pandas,036dbfd0bcef989ac1868d2030d3c800a2c11fad,2026-06-17 10:49:12 -0700,jbrockmendel,False,DOC: fill gaps in HDFStore documentation (#65564)
pandas,20e36c4913d9595db3d33e0e2c9b0be819a9c650,2026-06-17 10:49:31 -0700,jbrockmendel,False,"BUG: fix to_hdf with DateOffset freq, read_hdf with legacy freq bytes (#65577)"
pandas,12061157f81570b723051037f87545720bbe7b44,2026-06-17 10:49:55 -0700,jbrockmendel,False,DOC: warn on silent HDFStore no-op for empty frames (GH-13016) (#65595)
pandas,19c493548f0021a71961d7e4ca6b9ceac075d411,2026-06-17 13:56:51 -0700,jbrockmendel,False,WARN: read_hdf nested OR query may hit PyTables index bug (GH#50598) (#65789)
pandas,721ab260c67dd480e83d1510fa5ac08553536038,2026-06-17 14:42:33 -0700,jbrockmendel,False,TST: assert helpful errors for never-supported pyarrow read_csv cases (#65861)
pandas,6783e8eb5b79c6594bfff101b5c0691cd1613697,2026-06-18 01:23:48 +0400,Mikhail Kviatkovskii,False,BUG: to_parquet (pyarrow) opens local path twice (#65811)
pandas,5352df8f8764b3214cd46e96347fee3da7c8e4d2,2026-06-19 14:11:14 -0700,jbrockmendel,False,BUG: inplace where/mask corrupting multi-column 2D datetimelike blocks (#65750)
pandas,9d876fb02afd636407ad140597dfa2fd28abf0a2,2026-06-19 14:11:55 -0700,jbrockmendel,False,DOC: note pyarrow uint32 round-trip requires parquet version>=2.4 (GH-37327) (#65536)
